empresa,sector,gestion,trimestre,liquidez_corriente,endeudamiento,solvencia,endeudamiento_patrimonial,crecimiento_patrimonial,crecimiento_activos,score_financiero,clasificacion_financiera
FCA,Transporte,2022,2,1.326107,0.32536,3.073522,0.482271,0.004904,0.007447,84,Excelente
FCA,Transporte,2022,3,1.033893,0.323134,3.094692,0.477397,0.000671,-0.002619,69,Saludable
FCA,Transporte,2022,4,0.984397,0.326227,3.065349,0.48418,0.002258,0.006859,66,Saludable
FCA,Transporte,2023,1,0.903398,0.323638,3.089872,0.478498,-0.00119,-0.005013,62,Saludable
FCA,Transporte,2023,2,0.908434,0.323695,3.089327,0.478623,-0.000946,-0.000862,62,Saludable
FCA,Transporte,2023,3,0.735741,0.325698,3.070324,0.483016,-0.00319,-0.000228,57,Observación
FCA,Transporte,2023,4,0.704401,0.324291,3.083651,0.479927,0.005351,0.003257,57,Observación
FCA,Transporte,2024,1,1.535819,0.33092,3.021875,0.494591,-0.000996,0.008902,92,Excelente
FCA,Transporte,2024,2,1.675156,0.326613,3.061731,0.485029,0.002181,-0.00423,92,Excelente
FCA,Transporte,2024,3,1.544913,0.3261,3.066548,0.483899,0.004888,0.004123,92,Excelente
FCA,Transporte,2024,4,1.506518,0.321686,3.108626,0.474243,0.004439,-0.002097,92,Excelente
FCA,Transporte,2025,1,1.384849,0.337772,2.960578,0.510054,-0.013657,0.010302,85,Excelente
FCA,Transporte,2025,2,1.364512,0.329579,3.034171,0.491601,0.00651,-0.005789,86,Excelente
FCA,Transporte,2025,3,1.263206,0.332535,3.007201,0.498206,0.009207,0.013676,81,Excelente
FCA,Transporte,2025,4,1.190284,0.332996,3.003043,0.49924,0.003662,0.004355,77,Saludable
FCA,Transporte,2026,1,1.087595,0.349445,2.861683,0.537148,-0.0172,0.00765,70,Saludable
EMT,Minero,2024,2,0.049091,0.371923,2.68873,0.592161,-0.024169,0.008081,55,Observación
EMT,Minero,2024,3,4.601791,0.622777,1.605712,1.65095,0.123639,0.87086,80,Excelente
EMT,Minero,2024,4,6.134631,0.6254,1.598976,1.669515,0.048125,0.055465,76,Saludable
EMT,Minero,2025,1,1.709016,0.615962,1.623477,1.603908,0.061652,0.035561,78,Saludable
EMT,Minero,2025,2,0.421316,0.598921,1.669668,1.493276,0.077577,0.031794,46,Observación
EMT,Minero,2025,3,0.836298,0.679367,1.471959,2.118827,0.056135,0.321114,38,Riesgo
EMT,Minero,2025,4,0.37999,0.690311,1.448622,2.229048,0.123409,0.163111,39,Riesgo
EMT,Minero,2026,1,0.130009,0.710377,1.407703,2.452767,-0.023883,0.043745,27,Riesgo
MSL,Minero,2025,2,1.917994,0.452572,2.209593,0.826725,0.067953,0.100762,94,Excelente
MSL,Minero,2025,3,1.205672,0.556058,1.798374,1.252546,-0.032602,0.192905,62,Saludable
MSL,Minero,2025,4,1.297474,0.584986,1.709443,1.409556,0.050482,0.123703,70,Saludable
MSL,Minero,2026,1,2.091497,0.528615,1.891735,1.12141,0.067348,-0.060291,87,Excelente
TDE,Eléctricas,2013,2,1.641987,0.235002,4.255284,0.307193,0.010853,-0.018305,93,Excelente
TDE,Eléctricas,2013,3,1.830523,0.235667,4.243272,0.308331,0.030076,0.030973,94,Excelente
TDE,Eléctricas,2013,4,1.85026,0.222282,4.498791,0.285813,0.045657,0.02766,96,Excelente
TDE,Eléctricas,2014,1,1.875742,0.22478,4.448801,0.289956,0.029225,0.03254,94,Excelente
TDE,Eléctricas,2014,2,2.166654,0.198656,5.033839,0.247903,0.047772,0.013615,96,Excelente
TDE,Eléctricas,2014,3,1.711529,0.217988,4.587399,0.278754,0.032355,0.057877,95,Excelente
TDE,Eléctricas,2014,4,1.619734,0.227025,4.40481,0.293702,0.021909,0.033854,94,Excelente
TDE,Eléctricas,2015,1,1.558202,0.228475,4.376855,0.296133,0.014572,0.016479,93,Excelente
TDE,Eléctricas,2015,2,1.606583,0.198982,5.025579,0.248411,0.028198,-0.009658,94,Excelente
TDE,Eléctricas,2015,3,1.639099,0.188924,5.293128,0.23293,0.032711,0.019905,95,Excelente
TDE,Eléctricas,2015,4,1.342501,0.197449,5.064588,0.246027,0.035965,0.04697,87,Excelente
TDE,Eléctricas,2016,1,1.37747,0.209717,4.768321,0.26537,0.075482,0.092177,92,Excelente
TDE,Eléctricas,2016,2,1.697574,0.162329,6.160343,0.193786,0.1095,0.046733,100,Excelente
TDE,Eléctricas,2016,3,2.646063,0.160736,6.221371,0.191521,0.167713,0.165497,100,Excelente
TDE,Eléctricas,2016,4,2.01721,0.189027,5.290263,0.233086,0.068497,0.105771,97,Excelente
TDE,Eléctricas,2017,1,1.53728,0.194895,5.130975,0.242074,-0.00582,0.001427,92,Excelente
TDE,Eléctricas,2017,2,1.806768,0.196455,5.090236,0.244485,0.027059,0.029053,94,Excelente
TDE,Eléctricas,2017,3,1.745176,0.219683,4.552022,0.28153,0.082221,0.114436,99,Excelente
TDE,Eléctricas,2017,4,1.578727,0.21477,4.656142,0.273512,0.094819,0.087969,100,Excelente
TDE,Eléctricas,2018,1,1.478852,0.252174,3.965518,0.337209,-0.0042,0.045607,91,Excelente
TDE,Eléctricas,2018,2,1.430506,0.262109,3.815211,0.355213,0.027781,0.041619,91,Excelente
TDE,Eléctricas,2018,3,1.652115,0.273768,3.652731,0.37697,0.043245,0.059993,95,Excelente
TDE,Eléctricas,2018,4,1.014854,0.287568,3.477435,0.403643,0.040616,0.060774,71,Saludable
TDE,Eléctricas,2019,1,0.929421,0.326112,3.066436,0.483925,0.02227,0.080739,65,Saludable
TDE,Eléctricas,2019,2,0.741365,0.320947,3.115779,0.472639,0.028808,0.020983,59,Observación
TDE,Eléctricas,2019,3,1.011784,0.324878,3.078077,0.481214,0.030748,0.036751,70,Saludable
TDE,Eléctricas,2019,4,1.177407,0.356595,2.804298,0.554232,0.048024,0.099688,80,Excelente
TDE,Eléctricas,2020,1,1.009793,0.377851,2.646548,0.607331,-0.007436,0.026474,67,Saludable
TDE,Eléctricas,2020,2,1.02267,0.411163,2.432127,0.698262,-0.023499,0.031744,65,Saludable
TDE,Eléctricas,2020,3,1.154767,0.418275,2.390771,0.719026,0.025964,0.038508,76,Saludable
TDE,Eléctricas,2020,4,1.253019,0.407095,2.456431,0.68661,0.00785,-0.011155,80,Excelente
TDE,Eléctricas,2021,1,1.030452,0.394514,2.534766,0.651565,0.022104,0.000867,70,Saludable
TDE,Eléctricas,2021,2,1.00601,0.392293,2.549116,0.64553,-0.000558,-0.00421,67,Saludable
TDE,Eléctricas,2021,3,1.158396,0.437942,2.283407,0.779176,0.000995,0.082294,72,Saludable
TDE,Eléctricas,2021,4,1.247624,0.445809,2.243114,0.804432,0.025296,0.039851,78,Saludable
TDE,Eléctricas,2022,1,1.070653,0.485112,2.061381,0.942169,-0.034095,0.039635,62,Saludable
TDE,Eléctricas,2022,2,1.250147,0.478763,2.088717,0.918512,0.006975,-0.00529,75,Saludable
TDE,Eléctricas,2022,3,1.430864,0.461002,2.169186,0.855296,0.032725,-0.001304,87,Excelente
TDE,Eléctricas,2022,4,1.210274,0.453696,2.204121,0.830481,0.015125,0.001547,75,Saludable
TDE,Eléctricas,2023,1,1.000684,0.476439,2.098906,0.909996,-0.038769,0.002987,59,Observación
TDE,Eléctricas,2023,2,1.000304,0.447549,2.23439,0.810116,0.020233,-0.033118,65,Saludable
TDE,Eléctricas,2023,3,1.005957,0.436556,2.290656,0.7748,0.023283,0.003318,67,Saludable
TDE,Eléctricas,2023,4,1.235686,0.443325,2.255683,0.796379,0.029485,0.042003,78,Saludable
TDE,Eléctricas,2024,1,1.00215,0.464757,2.151662,0.868311,-0.040023,-0.001583,59,Observación
TDE,Eléctricas,2024,2,1.195745,0.468862,2.132824,0.88275,-0.008497,-0.000834,71,Saludable
TDE,Eléctricas,2024,3,1.107928,0.458242,2.182255,0.845841,0.01907,-0.000908,70,Saludable
TDE,Eléctricas,2024,4,1.142482,0.444032,2.25209,0.798665,0.015285,-0.010664,72,Saludable
TDE,Eléctricas,2025,1,1.000917,0.450815,2.218204,0.820881,-0.008265,0.003985,63,Saludable
TDE,Eléctricas,2025,2,1.132628,0.431249,2.318847,0.758238,0.016032,-0.018921,73,Saludable
TDE,Eléctricas,2025,3,1.137219,0.415741,2.405345,0.711569,0.023807,-0.003368,75,Saludable
TDE,Eléctricas,2025,4,1.118166,0.416137,2.403053,0.712732,0.014689,0.015378,73,Saludable
TDE,Eléctricas,2026,1,1.15035,0.403818,2.47636,0.677342,0.020478,-0.000608,76,Saludable
VAH,Eléctricas,2013,2,16.149974,0.02986,33.489661,0.030779,0.010757,0.027593,93,Excelente
VAH,Eléctricas,2013,3,14.94952,0.021717,46.045989,0.0222,0.013173,0.00474,93,Excelente
VAH,Eléctricas,2013,4,12.909433,0.022627,44.194239,0.023151,0.011495,0.012437,93,Excelente
VAH,Eléctricas,2014,1,7.792106,0.029036,34.44052,0.029904,0.017391,0.024105,93,Excelente
VAH,Eléctricas,2014,2,8.167939,0.027994,35.722138,0.0288,0.013468,0.012382,93,Excelente
VAH,Eléctricas,2014,3,8.763595,0.0266,37.594561,0.027326,0.017376,0.015919,93,Excelente
VAH,Eléctricas,2014,4,13.519651,0.01813,55.15846,0.018464,0.010717,0.001999,93,Excelente
VAH,Eléctricas,2015,1,11.725325,0.020989,47.64363,0.021439,0.007095,0.010037,93,Excelente
VAH,Eléctricas,2015,2,8.666528,0.029218,34.225552,0.030097,0.012675,0.021259,93,Excelente
VAH,Eléctricas,2015,3,7.616342,0.031851,31.396064,0.032899,0.009668,0.012413,93,Excelente
VAH,Eléctricas,2015,4,11.35949,0.021653,46.183993,0.022132,0.019398,0.008772,94,Excelente
VAH,Eléctricas,2016,1,7.309513,0.033649,29.718719,0.03482,0.002833,0.015282,92,Excelente
VAH,Eléctricas,2016,2,10.611801,0.02587,38.655347,0.026557,0.011018,0.002944,93,Excelente
VAH,Eléctricas,2016,3,8.299723,0.033843,29.548577,0.035028,0.013395,0.021758,93,Excelente
VAH,Eléctricas,2016,4,7.837854,0.032836,30.454022,0.033951,0.013521,0.012467,93,Excelente
VAH,Eléctricas,2017,1,8.823474,0.029486,33.914974,0.030381,0.007664,0.004185,93,Excelente
VAH,Eléctricas,2017,2,11.491183,0.023255,43.001247,0.023809,0.012775,0.006315,93,Excelente
VAH,Eléctricas,2017,3,20.513334,0.020639,48.452669,0.021074,0.273196,0.269794,100,Excelente
VAH,Eléctricas,2017,4,14.727095,0.021422,46.68033,0.021891,0.009398,0.010206,93,Excelente
VAH,Eléctricas,2018,1,18.527086,0.017203,58.130818,0.017504,-0.002636,-0.006918,92,Excelente
VAH,Eléctricas,2018,2,20.925615,0.015328,65.241752,0.015566,0.008829,0.006908,93,Excelente
VAH,Eléctricas,2018,3,19.788523,0.015562,64.258422,0.015808,0.008624,0.008864,93,Excelente
VAH,Eléctricas,2018,4,19.539318,0.014638,68.316783,0.014855,0.004591,0.003648,92,Excelente
VAH,Eléctricas,2019,1,10.718631,0.024121,41.45734,0.024717,0.074297,0.084737,98,Excelente
VAH,Eléctricas,2019,2,27.184245,0.011419,87.576935,0.01155,0.068875,0.05514,98,Excelente
VAH,Eléctricas,2019,3,27.414983,0.010712,93.349604,0.010828,0.00622,0.005502,92,Excelente
VAH,Eléctricas,2019,4,40.037549,0.008575,116.624169,0.008649,0.061726,0.059437,97,Excelente
VAH,Eléctricas,2020,1,16.860199,0.013931,71.783656,0.014128,0.002869,0.008317,92,Excelente
VAH,Eléctricas,2020,2,13.505694,0.01453,68.823745,0.014744,0.002732,0.003342,92,Excelente
VAH,Eléctricas,2020,3,21.09545,0.009651,103.613581,0.009745,0.0041,-0.000846,92,Excelente
VAH,Eléctricas,2020,4,11.395439,0.016326,61.251225,0.016597,0.006207,0.013035,92,Excelente
VAH,Eléctricas,2021,1,16.521268,0.009662,103.494669,0.009757,-0.00204,-0.008755,92,Excelente
VAH,Eléctricas,2021,2,36.570068,0.009295,107.584712,0.009382,0.122151,0.121735,100,Excelente
VAH,Eléctricas,2021,3,23.400277,0.008782,113.864206,0.00886,-0.001259,-0.001776,92,Excelente
VAH,Eléctricas,2021,4,39.994057,0.006289,158.99548,0.006329,0.002488,-2.7e-05,92,Excelente
VAH,Eléctricas,2022,1,21.223819,0.011333,88.238435,0.011463,0.020405,0.025611,94,Excelente
VAH,Eléctricas,2022,2,47.190624,0.006127,163.216034,0.006165,0.089869,0.08416,99,Excelente
VAH,Eléctricas,2022,3,44.605997,0.005971,167.482239,0.006007,-0.001318,-0.001475,92,Excelente
VAH,Eléctricas,2022,4,3.942593,0.055904,17.887656,0.059215,-0.001042,0.051794,92,Excelente
VAH,Eléctricas,2023,1,2.813976,0.077994,12.821516,0.084592,-0.00188,0.022033,92,Excelente
VAH,Eléctricas,2023,2,4.99382,0.053507,18.689276,0.056531,0.118979,0.09003,100,Excelente
VAH,Eléctricas,2023,3,45.658656,0.005735,174.379589,0.005768,0.013885,-0.034829,93,Excelente
VAH,Eléctricas,2023,4,37.709671,0.0066,151.519976,0.006644,0.049696,0.05061,96,Excelente
VAH,Eléctricas,2024,2,14.545652,0.01633,61.237421,0.016601,0.004273,0.014207,92,Excelente
VAH,Eléctricas,2024,3,10.900796,0.025341,39.461885,0.026,0.076176,0.086125,98,Excelente
VAH,Eléctricas,2024,4,50.477649,0.005484,182.341679,0.005514,0.002213,-0.017797,92,Excelente
VAH,Eléctricas,2025,1,19.057028,0.012671,78.920152,0.012834,-0.003872,0.003379,92,Excelente
VAH,Eléctricas,2025,2,47.614812,0.005402,185.105469,0.005432,0.004605,-0.002736,92,Excelente
VAH,Eléctricas,2025,3,21.401557,0.010892,91.814388,0.011011,0.006211,0.011795,92,Excelente
VAH,Eléctricas,2025,4,36.505225,0.006375,156.861676,0.006416,0.00556,0.00099,92,Excelente
VAH,Eléctricas,2026,1,24.641906,0.008387,119.239064,0.008457,0.003388,0.005423,92,Excelente
EPE,Petroleras,2015,2,1.478111,0.28576,3.499436,0.400088,0.040989,0.042958,94,Excelente
EPE,Petroleras,2015,3,3.177272,0.428383,2.334361,0.749422,0.051888,0.314348,94,Excelente
EPE,Petroleras,2015,4,3.605946,0.406722,2.458681,0.685551,0.049705,0.01138,96,Excelente
EPE,Petroleras,2016,1,2.977508,0.417883,2.393016,0.717867,-0.000207,0.018962,91,Excelente
EPE,Petroleras,2016,2,3.856792,0.392819,2.545699,0.646956,0.011371,-0.030376,93,Excelente
EPE,Petroleras,2016,3,4.871068,0.374787,2.66818,0.599456,0.003677,-0.025271,92,Excelente
EPE,Petroleras,2016,4,4.597177,0.370625,2.698144,0.588878,0.034694,0.027851,95,Excelente
EPE,Petroleras,2017,1,4.614854,0.365504,2.735949,0.576056,-0.002993,-0.011036,92,Excelente
EPE,Petroleras,2017,2,5.061941,0.357373,2.798198,0.556115,-0.0046,-0.017195,92,Excelente
EPE,Petroleras,2017,3,3.23067,0.343435,2.911761,0.523078,0.070206,0.047482,98,Excelente
EPE,Petroleras,2017,4,3.434207,0.355245,2.81496,0.550974,-0.0756,-0.058672,86,Excelente
EPE,Petroleras,2018,1,4.188683,0.339473,2.945742,0.513943,0.007016,-0.017025,93,Excelente
EPE,Petroleras,2018,2,4.235733,0.33994,2.941694,0.515014,-0.020653,-0.01996,90,Excelente
EPE,Petroleras,2018,3,3.722033,0.316761,3.156957,0.463616,-0.010711,-0.044274,91,Excelente
EPE,Petroleras,2018,4,3.309964,0.366783,2.726411,0.579239,-0.170114,-0.104552,80,Excelente
EPE,Petroleras,2019,1,3.694871,0.354306,2.822418,0.548721,0.011373,-0.008174,93,Excelente
EPE,Petroleras,2019,2,3.205618,0.365845,2.733397,0.576902,0.001045,0.01926,92,Excelente
EPE,Petroleras,2019,3,2.46914,0.349912,2.857859,0.538251,-0.034718,-0.058381,89,Excelente
EPE,Petroleras,2019,4,3.598579,0.297949,3.356274,0.424397,0.190931,0.102784,100,Excelente
EPE,Petroleras,2020,1,3.382833,0.293596,3.406045,0.41562,0.003467,-0.002713,92,Excelente
EPE,Petroleras,2020,2,2.182603,0.280905,3.559926,0.390636,-0.013764,-0.031169,91,Excelente
EPE,Petroleras,2020,3,2.092702,0.288495,3.466261,0.405472,-0.021961,-0.011527,90,Excelente
EPE,Petroleras,2020,4,2.859081,0.281133,3.557031,0.391079,-0.053612,-0.063304,88,Excelente
EPE,Petroleras,2021,1,1.587956,0.394129,2.537241,0.650516,-0.189315,-0.038121,80,Excelente
EPE,Petroleras,2021,2,1.274764,0.326321,3.064466,0.484387,0.034948,-0.069222,84,Excelente
EPE,Petroleras,2021,3,1.701429,0.331957,3.012439,0.496906,-0.026211,-0.018002,90,Excelente
EPE,Petroleras,2021,4,1.458013,0.337809,2.960253,0.510138,-0.044062,-0.035608,86,Excelente
EPE,Petroleras,2022,1,1.615594,0.327275,3.055537,0.486491,0.021592,0.005595,94,Excelente
EPE,Petroleras,2022,2,1.218331,0.34309,2.914688,0.522278,0.041236,0.066304,81,Excelente
EPE,Petroleras,2022,3,1.2141,0.315085,3.173749,0.460035,0.136261,0.089801,86,Excelente
EPE,Petroleras,2022,4,1.246758,0.315375,3.170829,0.460654,0.038387,0.038827,82,Excelente
EPE,Petroleras,2023,1,1.335282,0.308495,3.241546,0.446121,-0.051612,-0.061048,80,Excelente
EPE,Petroleras,2023,4,1.596922,0.279257,3.580928,0.387458,0.037569,-0.004521,95,Excelente
EPE,Petroleras,2024,1,1.814978,0.32804,3.048408,0.488184,-0.019595,0.05158,90,Excelente
EPE,Petroleras,2024,2,2.266394,0.350496,2.853096,0.539638,-0.018345,0.015595,91,Excelente
EPE,Petroleras,2024,3,2.768806,0.33159,3.015768,0.496089,0.028962,-0.000142,94,Excelente
EPE,Petroleras,2024,4,2.24931,0.391537,2.554038,0.643485,0.01452,0.114472,93,Excelente
EPE,Petroleras,2025,1,2.163247,0.391093,2.556939,0.642286,0.019716,0.018973,94,Excelente
EPE,Petroleras,2025,2,1.81333,0.42342,2.36172,0.734366,-0.030402,0.023961,88,Excelente
EPE,Petroleras,2025,3,1.77199,0.436841,2.289161,0.775698,0.028827,0.053346,92,Excelente
EPE,Petroleras,2025,4,1.752513,0.407223,2.455659,0.686974,0.041551,-0.010491,95,Excelente
EPE,Petroleras,2026,1,1.681428,0.445124,2.246565,0.802205,-0.077869,-0.014882,83,Excelente
FAN,Industrial,2013,2,1.470727,0.167555,5.968191,0.201281,0.049396,0.056267,94,Excelente
FAN,Industrial,2013,3,0.97938,0.213794,4.677402,0.271931,-0.052805,0.002901,62,Saludable
FAN,Industrial,2013,4,1.123761,0.185287,5.397032,0.227426,0.071448,0.033958,79,Saludable
FAN,Industrial,2014,1,1.201205,0.163491,6.116561,0.195444,0.050279,0.022913,81,Excelente
FAN,Industrial,2014,2,0.952142,0.244214,4.094763,0.323127,-0.054798,0.046157,60,Saludable
FAN,Industrial,2014,3,1.111136,0.199279,5.018102,0.248874,0.070071,0.010018,78,Saludable
FAN,Industrial,2014,4,1.456946,0.156247,6.400104,0.185182,0.068193,0.013716,95,Excelente
FAN,Industrial,2015,1,1.777076,0.135872,7.35988,0.157236,0.038686,0.014194,95,Excelente
FAN,Industrial,2015,2,1.175561,0.221409,4.516536,0.284371,-0.061683,0.041401,71,Saludable
FAN,Industrial,2015,3,1.534447,0.165452,6.044031,0.198254,0.051598,-0.018911,96,Excelente
FAN,Industrial,2015,4,2.000213,0.118801,8.417423,0.134818,0.051783,-0.003899,96,Excelente
FAN,Industrial,2016,1,2.383683,0.109525,9.130324,0.122996,0.051098,0.040149,96,Excelente
FAN,Industrial,2016,2,1.361686,0.208328,4.800131,0.263149,-0.081092,0.033589,79,Saludable
FAN,Industrial,2016,3,1.659284,0.164886,6.064788,0.197442,0.045875,-0.00853,96,Excelente
FAN,Industrial,2016,4,1.955482,0.134468,7.436708,0.155359,0.047832,0.011007,96,Excelente
FAN,Industrial,2017,1,1.777303,0.18545,5.392285,0.227672,0.058107,0.124332,97,Excelente
FAN,Industrial,2017,2,1.430962,0.24077,4.153339,0.317124,-0.053394,0.01558,84,Excelente
FAN,Industrial,2017,3,1.519593,0.210293,4.755261,0.266293,0.016982,-0.022266,93,Excelente
FAN,Industrial,2017,4,3.341802,0.339278,2.947435,0.513496,0.024159,0.224093,94,Excelente
FAN,Industrial,2018,1,3.605441,0.336675,2.970221,0.507557,0.018587,0.01459,93,Excelente
FAN,Industrial,2018,2,5.214869,0.347415,2.878402,0.532367,0.017369,0.034111,93,Excelente
FAN,Industrial,2018,3,4.30317,0.361324,2.767598,0.56574,-0.010571,0.010978,91,Excelente
FAN,Industrial,2018,4,4.428273,0.351197,2.847408,0.541299,0.020324,0.004398,94,Excelente
FAN,Industrial,2019,1,3.911076,0.355286,2.814631,0.551076,0.014979,0.021417,93,Excelente
FAN,Industrial,2019,2,4.022368,0.369407,2.70704,0.585809,0.029014,0.052057,94,Excelente
FAN,Industrial,2019,3,2.892462,0.38897,2.570889,0.636582,-0.037597,-0.006783,89,Excelente
FAN,Industrial,2019,4,2.514278,0.383835,2.605287,0.622942,0.021739,0.013224,94,Excelente
FAN,Industrial,2020,1,2.559083,0.39232,2.548943,0.645602,0.012994,0.027137,93,Excelente
FAN,Industrial,2020,2,2.372436,0.398002,2.512552,0.661134,-0.022846,-0.013623,90,Excelente
FAN,Industrial,2020,3,1.805389,0.417888,2.392983,0.717884,-0.023387,0.009977,89,Excelente
FAN,Industrial,2020,4,1.598131,0.413293,2.419592,0.704428,0.007763,-0.00013,92,Excelente
FAN,Industrial,2021,1,1.402276,0.415022,2.409508,0.709468,0.012296,0.01529,87,Excelente
FAN,Industrial,2021,2,1.302784,0.411544,2.429872,0.699363,0.006212,0.000264,82,Excelente
FAN,Industrial,2021,3,1.229302,0.406831,2.458025,0.68586,-0.000742,-0.008682,78,Saludable
FAN,Industrial,2021,4,1.038401,0.397901,2.513188,0.660856,-0.003977,-0.018749,69,Saludable
FAN,Industrial,2022,1,1.133244,0.392197,2.549736,0.645271,0.006453,-0.002991,74,Saludable
FAN,Industrial,2022,2,0.743178,0.415277,2.408031,0.710212,-0.10349,-0.068103,48,Observación
FAN,Industrial,2022,3,0.65258,0.41217,2.426186,0.701171,-0.00034,-0.005625,56,Observación
FAN,Industrial,2022,4,0.550858,0.403836,2.476253,0.67739,0.006983,-0.007093,57,Observación
FAN,Industrial,2023,1,0.55876,0.417208,2.396885,0.715879,-0.064694,-0.043232,51,Observación
FAN,Industrial,2023,2,0.611944,0.413866,2.416244,0.706093,0.003163,-0.002558,56,Observación
FAN,Industrial,2023,3,0.674134,0.408108,2.450334,0.689496,0.009233,-0.000586,57,Observación
FAN,Industrial,2023,4,0.743231,0.408259,2.449423,0.68993,0.009314,0.009573,57,Observación
FAN,Industrial,2024,1,0.716785,0.410749,2.43458,0.697068,-0.040475,-0.036422,53,Observación
FAN,Industrial,2024,2,0.808313,0.407041,2.456757,0.686456,0.000291,-0.005964,57,Observación
FAN,Industrial,2024,3,0.740946,0.398138,2.511692,0.66151,0.008737,-0.006184,58,Observación
FAN,Industrial,2024,4,0.76132,0.394034,2.537855,0.650256,0.01086,0.004013,58,Observación
FAN,Industrial,2025,1,0.730825,0.398812,2.507444,0.663374,-0.035096,-0.027425,54,Observación
FAN,Industrial,2025,2,0.841045,0.411667,2.429149,0.699717,-0.045419,-0.024563,55,Observación
FAN,Industrial,2025,3,0.819275,0.393522,2.541157,0.648863,0.026357,-0.00435,60,Saludable
FAN,Industrial,2025,4,0.923709,0.373926,2.674323,0.597256,0.034566,0.002185,66,Saludable
FAN,Industrial,2026,1,0.690436,0.340514,2.936739,0.516332,-0.016756,-0.066571,56,Observación
FCZ,Comercio,2025,4,2.261421,0.831121,1.203194,4.921405,0.030296,0.035395,56,Observación
FCZ,Comercio,2026,1,2.217344,0.838968,1.191941,5.209934,0.005206,0.054187,54,Observación
EFO,Transporte,2013,2,1.743747,0.182878,5.468137,0.223807,0.020907,0.035654,94,Excelente
EFO,Transporte,2013,3,2.427941,0.168749,5.92596,0.203006,0.044396,0.026645,96,Excelente
EFO,Transporte,2013,4,1.807706,0.239816,4.16987,0.31547,0.012847,0.107534,93,Excelente
EFO,Transporte,2014,1,0.831314,0.24665,4.054333,0.327404,-0.001126,0.007935,58,Observación
EFO,Transporte,2014,2,0.90786,0.266271,3.755566,0.362902,0.001618,0.028404,63,Saludable
EFO,Transporte,2014,3,1.844017,0.310706,3.218481,0.450759,0.038558,0.105507,95,Excelente
EFO,Transporte,2014,4,0.852985,0.340884,2.933549,0.517184,0.003728,0.049685,60,Saludable
EFO,Transporte,2015,1,0.837583,0.363926,2.747811,0.572144,-0.011936,0.023857,58,Observación
EFO,Transporte,2015,2,1.379976,0.398843,2.50725,0.66346,0.001366,0.059529,86,Excelente
EFO,Transporte,2015,3,1.658996,0.386677,2.586138,0.630462,0.020297,5.7e-05,94,Excelente
EFO,Transporte,2015,4,1.395619,0.388038,2.577069,0.634088,0.039817,0.042129,90,Excelente
EFO,Transporte,2016,1,1.29205,0.401864,2.488405,0.67186,-0.016732,0.005996,80,Excelente
EFO,Transporte,2016,2,1.559011,0.394685,2.533668,0.652031,0.028686,0.016486,94,Excelente
EFO,Transporte,2016,3,1.53636,0.402961,2.481627,0.674934,0.027885,0.042135,94,Excelente
EFO,Transporte,2016,4,1.390433,0.39154,2.554021,0.643492,0.016086,-0.002989,88,Excelente
EFO,Transporte,2017,1,1.186967,0.395958,2.525519,0.655515,0.005893,0.013252,77,Saludable
EFO,Transporte,2017,2,1.423755,0.394736,2.53334,0.652171,0.005044,0.003013,89,Excelente
EFO,Transporte,2017,3,1.523654,0.391973,2.551193,0.644664,0.011053,0.006458,93,Excelente
EFO,Transporte,2017,4,1.408499,0.381317,2.622488,0.616337,0.020681,0.003101,89,Excelente
EFO,Transporte,2018,1,1.439029,0.37821,2.644033,0.60826,0.008644,0.003604,90,Excelente
EFO,Transporte,2018,2,1.253175,0.372372,2.685484,0.593302,0.007074,-0.002293,80,Excelente
EFO,Transporte,2018,3,1.268847,0.366431,2.72903,0.578359,0.019638,0.010075,82,Excelente
EFO,Transporte,2018,4,1.474063,0.364461,2.743776,0.573468,0.004956,0.001843,91,Excelente
EFO,Transporte,2019,1,1.526058,0.33826,2.956307,0.511167,0.043244,0.001937,95,Excelente
EFO,Transporte,2019,2,1.296539,0.34547,2.894609,0.527814,-0.006905,0.004034,81,Excelente
EFO,Transporte,2019,3,1.287418,0.342957,2.915821,0.521969,0.009109,0.005249,82,Excelente
EFO,Transporte,2019,4,1.107283,0.341998,2.923998,0.519751,-0.001112,-0.002567,72,Saludable
EFO,Transporte,2020,1,1.34877,0.349904,2.85793,0.538234,-0.009893,0.002149,84,Excelente
EFO,Transporte,2020,2,1.167776,0.358307,2.790901,0.558378,-0.01219,0.000744,74,Saludable
EFO,Transporte,2020,3,1.160234,0.363296,2.752574,0.570589,-0.013236,-0.005503,74,Saludable
EFO,Transporte,2020,4,1.95059,0.357879,2.794239,0.557339,0.060894,0.051944,97,Excelente
EFO,Transporte,2021,1,1.402956,0.358127,2.792305,0.557941,-0.007088,-0.006705,87,Excelente
EFO,Transporte,2021,2,1.104908,0.347846,2.874836,0.53338,0.003493,-0.012327,73,Saludable
EFO,Transporte,2021,3,1.179087,0.348479,2.869614,0.53487,-0.004922,-0.003955,76,Saludable
EFO,Transporte,2021,4,2.205336,0.359331,2.782952,0.560868,0.022711,0.040033,94,Excelente
EFO,Transporte,2022,1,1.590514,0.335969,2.976469,0.505953,0.005377,-0.029995,92,Excelente
EFO,Transporte,2022,2,1.774922,0.327286,3.055432,0.486516,0.015038,0.001937,93,Excelente
EFO,Transporte,2022,3,1.663136,0.319069,3.134122,0.468577,0.007309,-0.004847,93,Excelente
